target,target_label,model,features,eval_method,pearson_r,spearman_rho,rmse,mae
a_2pl,IRT Discrimination (a),RF,C_ratings_plus_direct,all_LOO,-0.05814786188058863,0.04784878487848784,1.0686710446894416,0.500690092763449
a_2pl,IRT Discrimination (a),Ridge,D_all_28,holdout,0.2821564358915916,0.3609022556390977,0.8387314239937,0.6559480819785546
a_2pl,IRT Discrimination (a),Ridge,D_all_28,all_LOO,-0.007211367671054054,0.05106510651065106,1.1407827736292124,0.6496704816372396
a_2pl,IRT Discrimination (a),Lasso,D_all_28,holdout,0.47060432156254894,0.4631578947368421,0.31946468583536536,0.25483974134517134
a_2pl,IRT Discrimination (a),Lasso,D_all_28,all_LOO,-0.045984051985078704,0.038463846384638456,0.9705680871999792,0.42138321367339027
a_2pl,IRT Discrimination (a),ElasticNet,D_all_28,holdout,0.3983414161044452,0.3759398496240601,0.3830886142942914,0.29507509216628325
a_2pl,IRT Discrimination (a),ElasticNet,D_all_28,all_LOO,-0.024551217634601327,0.0030363036303630363,1.0018629404294863,0.4728320928407912
a_2pl,IRT Discrimination (a),RF,D_all_28,holdout,0.3710555463147308,0.3654135338345864,0.3471149367477374,0.2775313049521122
a_2pl,IRT Discrimination (a),RF,D_all_28,all_LOO,-0.038766484417182154,0.014509450945094506,1.0434549121789427,0.4941842205628209
c_3pl_guess,Guessing (c),Direct_LLM,direct_prediction,holdout,0.01912079727033203,-0.1075714523284715,0.1428621135920927,0.11375499999999998
c_3pl_guess,Guessing (c),Direct_LLM,direct_prediction,all_LOO,-0.16396525598211945,-0.14293648233381778,0.18455220806048353,0.15064700000000003
c_3pl_guess,Guessing (c),Ridge,A_ratings_mean,holdout,0.14845272076945054,0.08513443337145905,0.15234515233624601,0.121183797913922
c_3pl_guess,Guessing (c),Ridge,A_ratings_mean,all_LOO,0.14186469985435982,0.07878477057630862,0.17516397918294785,0.1440679246295968
c_3pl_guess,Guessing (c),Lasso,A_ratings_mean,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),Lasso,A_ratings_mean,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),ElasticNet,A_ratings_mean,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),ElasticNet,A_ratings_mean,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),RF,A_ratings_mean,holdout,0.05648031829731662,0.1355844679619533,0.1615985102175797,0.13496858617259572
c_3pl_guess,Guessing (c),RF,A_ratings_mean,all_LOO,-0.05852983253662313,-0.013590804182932188,0.1830865938218622,0.14924629923656496
c_3pl_guess,Guessing (c),Ridge,B_ratings_mean_std,holdout,0.12039921926383257,0.18288137539054167,0.16802925447179967,0.13853169313618138
c_3pl_guess,Guessing (c),Ridge,B_ratings_mean_std,all_LOO,0.14180959714996036,0.1542426897207118,0.18759480818238708,0.15024176223554564
c_3pl_guess,Guessing (c),Lasso,B_ratings_mean_std,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),Lasso,B_ratings_mean_std,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),ElasticNet,B_ratings_mean_std,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),ElasticNet,B_ratings_mean_std,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),RF,B_ratings_mean_std,holdout,-0.09091465038171867,-0.1245485228952827,0.17362149946543554,0.13958640939747163
c_3pl_guess,Guessing (c),RF,B_ratings_mean_std,all_LOO,-0.10889248415814187,-0.06832367107376154,0.18275982455750145,0.1501426938466808
c_3pl_guess,Guessing (c),Ridge,C_ratings_plus_direct,holdout,0.15138365655602787,0.22860171923817707,0.17061403402088682,0.1354630164555176
c_3pl_guess,Guessing (c),Ridge,C_ratings_plus_direct,all_LOO,0.22830801128210773,0.225400345347578,0.1733182366635287,0.1424753093530224
c_3pl_guess,Guessing (c),Lasso,C_ratings_plus_direct,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),Lasso,C_ratings_plus_direct,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),ElasticNet,C_ratings_plus_direct,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),ElasticNet,C_ratings_plus_direct,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),RF,C_ratings_plus_direct,holdout,-0.04330331961413704,0.007882817904764727,0.16943073189663074,0.13686910604640945
c_3pl_guess,Guessing (c),RF,C_ratings_plus_direct,all_LOO,0.1432523934896455,0.14999171289105487,0.17233995422103798,0.14205789504775138
c_3pl_guess,Guessing (c),Ridge,D_all_28,holdout,0.19221920214980096,0.17657512106672987,0.17714167974010672,0.13579231992225121
c_3pl_guess,Guessing (c),Ridge,D_all_28,all_LOO,0.1744352819057583,0.18977839168224983,0.18942877284326243,0.14929473099730273
c_3pl_guess,Guessing (c),Lasso,D_all_28,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),Lasso,D_all_28,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),ElasticNet,D_all_28,holdout,,,0.14701049020818208,0.124806
c_3pl_guess,Guessing (c),ElasticNet,D_all_28,all_LOO,-1.0,-0.9976458209086174,0.17282306697700642,0.1453157777777778
c_3pl_guess,Guessing (c),RF,D_all_28,holdout,-0.10493825465150651,-0.07725161546669433,0.16769701056460248,0.13372707109994458
c_3pl_guess,Guessing (c),RF,D_all_28,all_LOO,0.08206536532020968,0.10746962292251545,0.17395063724210613,0.14294309533478397
difficulty_classical,Classical Difficulty,Direct_LLM,direct_prediction,holdout,-0.2858532238874688,-0.20189360575659315,0.20269915638699634,0.1502
difficulty_classical,Classical Difficulty,Direct_LLM,direct_prediction,all_LOO,-0.10411683549323013,-0.052358327616476324,0.21485864958153303,0.16951300000000002
difficulty_classical,Classical Difficulty,Ridge,A_ratings_mean,holdout,0.1263209070656795,0.19248120300751878,0.11312867094744913,0.08260325404375499
difficulty_classical,Classical Difficulty,Ridge,A_ratings_mean,all_LOO,-0.21762314108881808,-0.15314731473147314,0.15966974577775653,0.12633729972895796
difficulty_classical,Classical Difficulty,Lasso,A_ratings_mean,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,Lasso,A_ratings_mean,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,ElasticNet,A_ratings_mean,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,ElasticNet,A_ratings_mean,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,RF,A_ratings_mean,holdout,-0.06749279251830415,-0.03157894736842105,0.11767951955566924,0.09276396833099866
difficulty_classical,Classical Difficulty,RF,A_ratings_mean,all_LOO,-0.10705313709079005,-0.0784158415841584,0.15593462736143618,0.1209272889035744
difficulty_classical,Classical Difficulty,Ridge,B_ratings_mean_std,holdout,0.16885842759337838,0.312781954887218,0.11358817219376806,0.07950738281610407
difficulty_classical,Classical Difficulty,Ridge,B_ratings_mean_std,all_LOO,-0.18350955120646173,-0.16529252925292526,0.17340900896273514,0.13637743546316763
difficulty_classical,Classical Difficulty,Lasso,B_ratings_mean_std,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,Lasso,B_ratings_mean_std,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,ElasticNet,B_ratings_mean_std,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,ElasticNet,B_ratings_mean_std,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,RF,B_ratings_mean_std,holdout,-0.12842945278888776,-0.1609022556390977,0.11726524855125507,0.09007174416648414
difficulty_classical,Classical Difficulty,RF,B_ratings_mean_std,all_LOO,-0.1384535157483321,-0.120996099609961,0.15534011223100705,0.12090942690808967
difficulty_classical,Classical Difficulty,Ridge,C_ratings_plus_direct,holdout,-0.0637561387612603,0.09022556390977443,0.13464088349992742,0.09664544031946672
difficulty_classical,Classical Difficulty,Ridge,C_ratings_plus_direct,all_LOO,-0.30397215894390295,-0.2363276327632763,0.16651715967524855,0.1324447787887698
difficulty_classical,Classical Difficulty,Lasso,C_ratings_plus_direct,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,Lasso,C_ratings_plus_direct,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,ElasticNet,C_ratings_plus_direct,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,ElasticNet,C_ratings_plus_direct,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,RF,C_ratings_plus_direct,holdout,-0.11803544853828662,0.03308270676691729,0.1226117462150051,0.09639618667192665
difficulty_classical,Classical Difficulty,RF,C_ratings_plus_direct,all_LOO,-0.10654478000016551,-0.08194419441944194,0.15743464536559243,0.12388933040596864
difficulty_classical,Classical Difficulty,Ridge,D_all_28,holdout,-0.004196402804603726,0.13233082706766916,0.14245642808717915,0.10808813456716651
difficulty_classical,Classical Difficulty,Ridge,D_all_28,all_LOO,-0.26224947517234043,-0.2523972397239724,0.18227553677018224,0.14424545553721735
difficulty_classical,Classical Difficulty,Lasso,D_all_28,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,Lasso,D_all_28,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,ElasticNet,D_all_28,holdout,,,0.10817858678621431,0.08332725
difficulty_classical,Classical Difficulty,ElasticNet,D_all_28,all_LOO,-1.0,-0.9999999999999999,0.14572495793783255,0.1155419191919192
difficulty_classical,Classical Difficulty,RF,D_all_28,holdout,-0.12545963734846266,-0.18345864661654135,0.11747688118203682,0.09044752604354625
difficulty_classical,Classical Difficulty,RF,D_all_28,all_LOO,-0.1228605692745689,-0.08644464446444644,0.15458853981378634,0.12043177038641646
