response_id,model,model_tier,spec_level,misconception_id,misconception_name,misconception_type,question_id,correct_answer,target_distractor,llm_answer,is_correct,hit_target,human_target_rate,rep,timestamp
17,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,D,False,False,0.1235,1,2026-01-26T17:40:33.470797
18,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,B,False,True,0.1235,1,2026-01-26T17:40:43.863076
19,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,233,C,A,C,True,False,0.7688,1,2026-01-26T17:40:44.530402
20,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,B,False,True,0.1235,1,2026-01-26T17:40:52.004353
21,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,D,False,False,0.1235,1,2026-01-26T17:40:54.630497
22,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:40:56.376618
23,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:41:04.317067
24,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,D,False,False,0.1235,1,2026-01-26T17:41:08.146939
25,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:41:09.259239
26,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:41:14.371162
27,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,B,False,True,0.1235,1,2026-01-26T17:41:16.476530
28,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,B,True,False,0.7562,1,2026-01-26T17:41:19.728440
29,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,B,True,False,0.7562,1,2026-01-26T17:41:26.178604
30,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,254,A,B,B,False,True,0.1235,1,2026-01-26T17:41:28.856166
31,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,A,False,True,0.7562,1,2026-01-26T17:41:33.971848
32,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:41:38.709635
33,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,B,True,False,0.7562,1,2026-01-26T17:41:39.759532
34,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,D,False,False,0.1,1,2026-01-26T17:41:48.247703
35,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:41:49.693480
36,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,C,True,False,0.1113,1,2026-01-26T17:42:00.448692
37,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,A,True,False,0.1,1,2026-01-26T17:42:00.608890
38,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,304,C,A,A,False,True,0.1113,1,2026-01-26T17:42:08.907156
39,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,A,True,False,0.1,1,2026-01-26T17:42:10.850734
40,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,B,True,False,0.7562,1,2026-01-26T17:42:16.480492
41,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,D,False,False,0.1,1,2026-01-26T17:42:19.001938
42,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,B,True,False,0.7562,1,2026-01-26T17:42:25.594452
43,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:42:27.486413
44,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,A,False,True,0.7562,1,2026-01-26T17:42:32.613450
45,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:42:34.297977
46,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,306,B,A,A,False,True,0.7562,1,2026-01-26T17:42:38.906016
47,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:42:42.348461
48,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,A,True,False,0.1,1,2026-01-26T17:42:49.149602
49,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:42:49.603118
50,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:42:57.810050
51,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,A,True,False,0.1,1,2026-01-26T17:42:59.608163
52,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:43:02.600279
53,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:43:07.476723
54,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,D,False,False,0.1,1,2026-01-26T17:43:11.574826
55,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:43:15.680454
56,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,B,True,False,0.0969,1,2026-01-26T17:43:19.252227
57,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,329,A,B,D,False,False,0.1,1,2026-01-26T17:43:22.165326
58,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,B,True,False,0.0969,1,2026-01-26T17:43:23.540278
59,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,C,False,True,0.0969,1,2026-01-26T17:43:27.282449
60,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,B,True,False,0.0969,1,2026-01-26T17:43:31.159376
61,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:43:34.579258
62,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:43:40.169310
63,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:43:47.543207
64,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:43:49.244544
65,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:43:56.538194
66,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:43:58.794940
67,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:44:06.039241
68,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:44:09.883590
69,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,361,A,D,A,True,False,0.0756,1,2026-01-26T17:44:10.491501
70,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:44:14.478599
71,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:44:17.225206
72,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:44:18.471025
73,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:44:21.770387
74,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:44:27.859822
75,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:44:28.370047
76,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:44:32.402065
77,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:44:35.565295
78,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:44:40.193082
79,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,550,C,B,C,True,False,0.5625,1,2026-01-26T17:44:42.807936
80,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:44:48.082087
81,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,B,True,False,0.0969,1,2026-01-26T17:44:49.357724
82,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,C,True,False,0.0132,1,2026-01-26T17:44:53.876517
83,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,C,True,False,0.0132,1,2026-01-26T17:44:58.094601
84,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,B,True,False,0.0969,1,2026-01-26T17:44:58.434269
85,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,C,False,True,0.0969,1,2026-01-26T17:45:04.687142
86,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,695,B,C,C,False,True,0.0969,1,2026-01-26T17:45:10.766644
87,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,B,False,True,0.0132,1,2026-01-26T17:45:13.533515
88,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:45:18.921794
89,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,C,True,False,0.0132,1,2026-01-26T17:45:19.662556
90,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:45:22.873498
91,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:45:25.918651
92,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:45:27.900989
93,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:45:30.423261
94,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:45:35.330462
95,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,D,True,False,0.043,1,2026-01-26T17:45:37.462373
96,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,B,True,False,0.3202,1,2026-01-26T17:45:38.003364
97,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,B,True,False,0.3202,1,2026-01-26T17:45:41.073313
98,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,A,False,True,0.3202,1,2026-01-26T17:45:43.968575
99,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,A,False,True,0.3202,1,2026-01-26T17:45:46.380417
100,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:45:49.682461
101,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,728,D,A,B,False,False,0.043,1,2026-01-26T17:45:51.007005
102,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:45:55.583728
103,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:45:57.456930
104,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,C,False,True,0.6373,1,2026-01-26T17:45:59.970092
105,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:46:03.338227
106,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,B,True,False,0.1333,1,2026-01-26T17:46:06.910214
107,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:46:09.543214
108,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,D,False,False,0.1333,1,2026-01-26T17:46:12.612679
109,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:46:16.093281
110,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,746,B,A,D,False,False,0.1333,1,2026-01-26T17:46:19.884356
111,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:46:20.393587
112,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:46:24.285234
113,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:46:28.072019
114,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,B,True,False,0.8163,1,2026-01-26T17:46:38.634130
115,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:46:40.834099
116,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:46:46.723085
117,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,A,False,True,0.8163,1,2026-01-26T17:46:49.208495
118,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:46:51.298270
119,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:46:55.576023
120,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,D,True,False,0.5511,1,2026-01-26T17:46:59.901288
121,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,858,B,A,A,False,True,0.8163,1,2026-01-26T17:46:59.974412
122,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,D,True,False,0.5511,1,2026-01-26T17:47:04.529416
123,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,C,False,True,0.5511,1,2026-01-26T17:47:06.986224
124,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,C,True,False,0.0132,1,2026-01-26T17:47:08.414186
125,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,,False,False,0.5511,1,2026-01-26T17:47:11.609823
126,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:47:16.817590
127,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,C,True,False,0.0132,1,2026-01-26T17:47:18.033499
128,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,B,False,True,0.0132,1,2026-01-26T17:47:25.723411
129,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:47:25.725944
130,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,899,C,B,B,False,True,0.0132,1,2026-01-26T17:47:31.971005
131,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:47:33.421212
132,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:47:37.441890
133,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:47:39.650563
134,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:47:44.876073
135,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:47:48.536718
136,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:47:50.805152
137,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:47:54.904326
138,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,919,B,A,B,True,False,0.0588,1,2026-01-26T17:47:56.747172
139,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:48:03.512827
140,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,B,True,False,0.3202,1,2026-01-26T17:48:05.355723
141,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:48:08.958372
142,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,D,True,False,0.02,1,2026-01-26T17:48:11.355596
143,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,B,True,False,0.3202,1,2026-01-26T17:48:14.879449
144,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,D,True,False,0.02,1,2026-01-26T17:48:16.798717
145,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,A,False,True,0.3202,1,2026-01-26T17:48:20.179996
146,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,B,False,True,0.02,1,2026-01-26T17:48:21.666728
147,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1032,B,A,A,False,True,0.3202,1,2026-01-26T17:48:25.362137
148,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,D,True,False,0.02,1,2026-01-26T17:48:25.831995
149,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:48:31.975935
150,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:48:32.693500
151,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:48:38.963484
152,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:48:43.240010
153,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:48:47.196164
154,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:48:50.204753
155,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:48:53.953319
156,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1195,A,C,A,True,False,0.6373,1,2026-01-26T17:48:56.425980
157,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,A,True,False,0.4668,1,2026-01-26T17:48:58.273031
158,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:49:04.128811
159,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,A,True,False,0.4668,1,2026-01-26T17:49:05.047765
160,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,B,False,True,0.4668,1,2026-01-26T17:49:08.442083
161,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,B,False,True,0.4668,1,2026-01-26T17:49:15.897182
162,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:49:15.991649
163,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:49:22.251398
164,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,D,True,False,0.169,1,2026-01-26T17:49:24.463699
165,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:49:28.523322
166,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1229,D,C,C,False,True,0.169,1,2026-01-26T17:49:32.922160
167,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:49:35.288382
168,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:49:41.119856
169,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:49:42.704683
170,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,A,True,False,0.0211,1,2026-01-26T17:49:46.405794
171,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:49:51.230535
172,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,A,True,False,0.0211,1,2026-01-26T17:49:53.264000
173,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,C,False,True,0.0211,1,2026-01-26T17:49:55.563495
174,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:49:59.536545
175,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,A,True,False,0.0211,1,2026-01-26T17:50:02.618692
176,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,C,True,False,0.0412,1,2026-01-26T17:50:06.199963
177,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1310,B,A,B,True,False,0.2237,1,2026-01-26T17:50:08.391538
178,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,C,True,False,0.0412,1,2026-01-26T17:50:13.121839
